os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 4,AMD Ryzen 7 7745HX with Radeon Graphics,NVIDIA GeForce RTX 4070 Laptop GPU,32528084,7.1.3-2-cachyos,,powersave
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
50.5641,19.7769,54.5685,0,100,95,57,1800,8001,6.70807,68,14.2964,0.00260544,5.74884,4036,14806697498
58.295,17.1541,54.5685,0,100,95,57,1800,8001,6.70807,68,14.2964,0.00260544,5.74884,4036,14906804844
51.7859,19.3103,54.5685,0,100,95,57,1800,8001,6.70807,68,14.2964,0.00260544,5.74884,4036,15006921689
49.9316,20.0274,57.6633,0,100,93,57,1800,8001,6.70807,68,14.2931,0.00260544,5.74884,3934,15107031409
64.958,15.3946,57.6633,0,100,93,57,1800,8001,6.70807,68,14.2931,0.00260544,5.74884,3934,15207135193
54.3455,18.4008,57.6633,0,100,93,57,1800,8001,6.70807,68,14.2931,0.00260544,5.74884,3934,15307244914
53.5303,18.681,57.6633,0,100,93,57,1800,8001,6.70807,68,14.2931,0.00260544,5.74884,3934,15407348698
64.918,15.4041,57.6633,0,100,93,57,1800,8001,6.70807,68,14.2931,0.00260544,5.74884,3934,15507553403
63.537,15.7389,57.6633,0,100,93,57,1800,8001,6.70807,68,14.2931,0.00260544,5.74884,3934,15607657187
70.3337,14.2179,59.2593,0,100,91,57,1899,8001,6.70807,70,14.2934,0.00260544,5.74884,4115,15709365016
68.0218,14.7012,59.2593,0,100,91,57,1899,8001,6.70807,70,14.2934,0.00260544,5.74884,4115,15809554286
68.5421,14.5896,59.2593,0,100,91,57,1899,8001,6.70807,70,14.2934,0.00260544,5.74884,4115,15909656882
71.401,14.0054,59.2593,0,100,91,57,1899,8001,6.70807,70,14.2934,0.00260544,5.74884,4115,16009751168
80.1147,12.4821,65.4182,0,100,90,59,1980,8001,6.70807,80,14.2961,0.00260544,5.74884,4188,16109858514
70.6819,14.1479,65.4182,0,100,90,59,1980,8001,6.70807,80,14.2961,0.00260544,5.74884,4188,16209970609
68.1208,14.6798,65.4182,0,100,90,59,1980,8001,6.70807,80,14.2961,0.00260544,5.74884,4188,16310069644
75.2207,13.2942,65.4182,0,100,90,59,1980,8001,6.70807,80,14.2961,0.00260544,5.74884,4188,16410178178
79.1733,12.6305,65.4182,0,100,90,59,1980,8001,6.70807,80,14.2961,0.00260544,5.74884,4188,16510274838
67.8301,14.7427,58.6902,0,100,89,59,1980,8001,6.70807,80,14.3376,0.00260544,5.74884,4328,16610397619
78.2975,12.7718,58.6902,0,100,89,59,1980,8001,6.70807,80,14.3376,0.00260544,5.74884,4328,16710513276
79.5172,12.5759,58.6902,0,100,89,59,1980,8001,6.70807,80,14.3376,0.00260544,5.74884,4328,16810638432
70.528,14.1788,58.6902,0,100,89,59,1980,8001,6.70807,80,14.3376,0.00260544,5.74884,4328,16910767149
69.2579,14.4388,58.6902,0,100,89,59,1980,8001,6.70807,80,14.3376,0.00260544,5.74884,4328,17010862622
78.232,12.7825,58.6902,0,100,89,59,1980,8001,6.70807,80,14.3376,0.00260544,5.74884,4328,17110965219
81.7635,12.2304,64.8101,0,100,89,59,1980,8001,6.70807,79,14.2824,0.00260544,5.74884,4436,17211067816
87.5424,11.423,64.8101,0,100,89,59,1980,8001,6.70807,79,14.2824,0.00260544,5.74884,4436,17311292705
82.711,12.0903,64.8101,0,100,89,59,1980,8001,6.70807,79,14.2824,0.00260544,5.74884,4436,17411413111
69.5152,14.3853,64.8101,0,100,89,59,1980,8001,6.70807,79,14.2824,0.00260544,5.74884,4436,17511515708
79.8792,12.5189,54.7472,0,100,89,59,1996,8001,6.70807,79,14.2803,0.00260544,5.74884,4575,17611613555
64.0589,15.6106,54.7472,0,100,89,59,1996,8001,6.70807,79,14.2803,0.00260544,5.74884,4575,17711726838
60.6325,16.4928,54.7472,0,100,89,59,1996,8001,6.70807,79,14.2803,0.00260544,5.74884,4575,17811842495
62.5647,15.9835,54.7472,0,100,89,59,1996,8001,6.70807,79,14.2803,0.00260544,5.74884,4575,17911941530
52.8418,18.9244,54.7472,0,100,89,59,1996,8001,6.70807,79,14.2803,0.00260544,5.74884,4575,18012037003
62.7652,15.9324,57.2146,0,100,91,59,2029,8001,6.70807,79,14.2786,0.00260544,5.74884,4678,18112145536
55.8704,17.8986,57.2146,0,100,91,59,2029,8001,6.70807,79,14.2786,0.00260544,5.74884,4678,18212242197
