os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 4,AMD Ryzen 7 7745HX with Radeon Graphics,NVIDIA GeForce RTX 4070 Laptop GPU/PCIe/SSE2,32528084,7.1.3-2-cachyos,,powersave
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
58.8572,16.9903,23.6041,0,53,62,50,2475,8001,4.52124,44,9.91682,0.00263214,2.08146,3555,16474903932
64.1858,15.5798,23.6041,0,53,62,50,2475,8001,4.52124,44,9.91682,0.00263214,2.08146,3555,16575005341
59.6449,16.7659,23.6041,0,53,62,50,2475,8001,4.52124,44,9.91682,0.00263214,2.08146,3555,16675099627
59.0594,16.9321,23.6041,0,53,62,50,2475,8001,4.52124,44,9.91682,0.00263214,2.08146,3555,16775196287
59.7083,16.7481,23.7374,0,53,62,50,2475,8001,4.52124,45,9.91725,0.00263214,2.08146,3542,16875296510
57.4833,17.3963,23.7374,0,53,62,50,2475,8001,4.52124,45,9.91725,0.00263214,2.08146,3542,16975387233
59.6999,16.7505,23.7374,0,53,62,50,2475,8001,4.52124,45,9.91725,0.00263214,2.08146,3542,17075479144
55.8593,17.9021,23.7374,0,53,62,50,2475,8001,4.52124,45,9.91725,0.00263214,2.08146,3542,17175571056
67.2023,14.8805,23.7374,0,53,62,50,2475,8001,4.52124,45,9.91725,0.00263214,2.08146,3542,17275665341
60.554,16.5142,27.9703,0,55,62,50,2454,8001,4.52124,46,9.91504,0.00263214,2.08146,3564,17375764376
56.9817,17.5495,27.9703,0,55,62,50,2454,8001,4.52124,46,9.91504,0.00263214,2.08146,3564,17475870535
59.2588,16.8751,27.9703,0,55,62,50,2454,8001,4.52124,46,9.91504,0.00263214,2.08146,3564,17575966008
56.5987,17.6682,27.9703,0,55,62,50,2454,8001,4.52124,46,9.91504,0.00263214,2.08146,3564,17676072167
75.4228,13.2586,27.9703,0,55,62,50,2454,8001,4.52124,46,9.91504,0.00263214,2.08146,3564,17776168827
57.8903,17.2741,34.4569,0,49,62,50,2467,8001,4.52124,45,9.91881,0.00263214,2.08146,3556,17876265487
67.2237,14.8757,34.4569,0,49,62,50,2467,8001,4.52124,45,9.91881,0.00263214,2.08146,3556,17976365710
57.2139,17.4783,34.4569,0,49,62,50,2467,8001,4.52124,45,9.91881,0.00263214,2.08146,3556,18076462370
51.297,19.4943,34.4569,0,49,62,50,2467,8001,4.52124,45,9.91881,0.00263214,2.08146,3556,18176561405
57.974,17.2491,34.4569,0,49,62,50,2467,8001,4.52124,45,9.91881,0.00263214,2.08146,3556,18276659252
60.4758,16.5356,34.8718,0,38,62,49,2475,8001,4.52124,42,9.97401,0.00263214,2.08146,3562,18376757100
58.8613,16.9891,34.8718,0,38,62,49,2475,8001,4.52124,42,9.97401,0.00263214,2.08146,3562,18476859697
57.966,17.2515,34.8718,0,38,62,49,2475,8001,4.52124,42,9.97401,0.00263214,2.08146,3562,18576959919
59.9207,16.6887,34.8718,0,38,62,49,2475,8001,4.52124,42,9.97401,0.00263214,2.08146,3562,18677060141
58.8942,16.9796,34.8718,0,38,62,49,2475,8001,4.52124,42,9.97401,0.00263214,2.08146,3562,18777161551
57.6762,17.3382,39.0335,0,40,62,50,2475,8001,4.52124,40,9.99754,0.00263214,2.08146,3559,18884354714
79.3225,12.6068,39.0335,0,40,62,50,2475,8001,4.52124,40,9.99754,0.00263214,2.08146,3559,18984465622
64.4905,15.5062,39.0335,0,40,62,50,2475,8001,4.52124,40,9.99754,0.00263214,2.08146,3559,19084569406
63.066,15.8564,39.0335,0,40,62,50,2475,8001,4.52124,40,9.99754,0.00263214,2.08146,3559,19184679126
58.2627,17.1636,39.0335,0,40,62,50,2475,8001,4.52124,40,9.99754,0.00263214,2.08146,3559,19284774599
86.6419,11.5418,44.6154,0,46,62,50,2475,8001,4.52124,42,10.0012,0.00263214,2.08146,3566,19384876009
59.683,16.7552,44.6154,0,46,62,50,2475,8001,4.52124,42,10.0012,0.00263214,2.08146,3566,19485354980
59.7974,16.7231,44.6154,0,46,62,50,2475,8001,4.52124,42,10.0012,0.00263214,2.08146,3566,19585455203
59.8696,16.703,44.6154,0,46,62,50,2475,8001,4.52124,42,10.0012,0.00263214,2.08146,3566,19685599355
57.1712,17.4913,44.6154,0,46,62,50,2475,8001,4.52124,42,10.0012,0.00263214,2.08146,3566,19785718574
